Flag,Type,UK1,Who Equips,Element,UK2,Elemental Resistance,Elemental Null,Status Resist,UK3,AT,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hat,SP Per Magical Hat,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,UK4,UK5,On Hit Status,Price,Name,Description,Registry ID
0,128,128,4,4,0,0,0,0,0,21,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Shadow Cutter,Darkness-based §attack.,lod:shadow_cutter
0,128,128,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Dancing Dagger, ,lod:dancing_dagger
0,128,128,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,175,Flamberge,"Stuns enemy, with a§given probability.",lod:flamberge
64,128,128,4,0,0,0,0,0,0,29,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,200,Gladius,Instantly kills §enemy with given§probability.,lod:gladius
4,128,128,4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Dragon Buster, ,lod:dragon_buster
0,128,128,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,225,Demon Stilleto,Frightens enemy §with a given§probability.,lod:demon_stilleto
0,128,128,64,0,0,0,0,0,0,4,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Spear, ,lod:spear
0,128,128,64,0,0,0,0,0,0,19,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Lance, ,lod:lance
0,128,128,64,0,0,0,0,0,0,37,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Glaive, ,lod:glaive
0,128,128,64,0,0,0,0,0,0,45,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,150,Spear of Terror,Frightens enemy§with a given §probability.,lod:spear_of_terror
0,128,128,64,0,0,0,0,0,0,56,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Partisan, ,lod:partisan
0,128,128,64,0,0,0,0,0,0,73,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Halberd, ,lod:halberd
0,128,128,64,64,0,0,0,0,0,53,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Twister Glaive,Wind-based attack.,lod:twister_glaive
0,128,128,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,Short Bow, ,lod:short_bow
0,128,128,2,32,0,0,0,0,0,6,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,30,Sparkle Arrow,Light-based attack.,lod:sparkle_arrow
0,128,128,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,75,Long Bow, ,lod:long_bow
0,128,128,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,20,0,0,4,125,Bemusing Arrow,Confuses enemy §with a given §probability.,lod:bemusing_arrow
0,128,128,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,20,0,0,128,175,Virulent Arrow,Poisons enemy§with a given §probability.,lod:virulent_arrow
8,128,128,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,200,Detonate Arrow,Can attack all.,lod:detonate_arrow
0,128,128,2,0,0,0,0,0,0,24,0,0,0,0,0,0,50,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,250,Arrow of Force,Gives 50% more SP.,lod:arrow_of_force
0,128,128,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,100,Mace, ,lod:mace
0,128,128,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,125,Morning Star, ,lod:morning_star
0,128,128,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,150,War Hammer, ,lod:war_hammer
0,128,128,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,16,200,Heavy Mace,"Stuns enemy, with §a given §probability.",lod:heavy_mace
0,128,128,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,250,Basher, ,lod:basher
64,128,128,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,200,Pretty Hammer,Gives twice as §much SP but not §powerful.,lod:pretty_hammer
0,128,128,16,0,0,0,0,0,0,20,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,Iron Knuckle, ,lod:iron_knuckle
0,128,128,16,0,0,0,0,0,0,37,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,16,125,Beast Fang,"Stuns enemy, with§a given §probability.",lod:beast_fang
0,128,128,16,0,0,0,0,0,0,45,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,150,Diamond Claw, ,lod:diamond_claw
0,128,128,16,16,0,0,0,0,0,58,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,225,Thunder Fist,Thunder-based §attack.,lod:thunder_fist
0,128,128,16,0,0,0,0,0,0,73,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,250,Destroyer Mace,Becomes powerful §inversely to HP.,lod:destroyer_mace
64,128,128,16,0,0,0,0,0,0,50,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,175,Brass Knuckle,Instantly kills §enemy with given§probability.,lod:brass_knuckle
0,32,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,10,Leather Armor, ,lod:leather_armor
0,32,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,8,8,0,0,0,0,0,0,0,0,25,Scale Armor, ,lod:scale_armor
0,32,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,20,20,0,0,0,0,0,0,0,0,75,Chain Mail, ,lod:chain_mail
0,32,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,27,26,0,0,0,0,0,0,0,0,100,Plate Mail, ,lod:plate_mail
0,32,64,192,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,34,35,0,0,0,0,0,0,0,0,150,Saint Armor,When physically §attacked SP is §accumulated.,lod:saint_armor
0,32,64,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,39,38,0,0,0,0,0,0,0,0,200,Red DG Armor,Nullifies damage§due to fire-based§attacks.,lod:red_dg_armor
0,32,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,52,25,0,0,0,0,0,0,0,0,200,Jade DG Armor,Nullifies damage§due to wind-based§attacks.,lod:jade_dg_armor
0,32,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,46,12,0,0,0,0,0,0,0,0,75,Lion Fur, ,lod:lion_fur
0,32,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,59,14,0,0,0,0,0,0,0,0,125,Breast Plate, ,lod:breast_plate
0,32,64,32,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,79,18,0,0,0,0,0,0,0,0,200,Giganto Armor,When physically §attacked SP is §accumulated.,lod:giganto_armor
0,32,64,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,95,26,0,0,0,0,0,0,0,0,250,Gold DG Armor,Nullifies damage§due to earth-§based attacks.,lod:gold_dg_armor
0,32,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,18,8,0,0,0,0,0,0,0,0,30,Disciple Vest, ,lod:disciple_vest
0,32,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,32,16,0,0,0,0,0,0,0,0,75,Warrior Dress, ,lod:warrior_dress
0,32,64,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,39,19,0,0,0,0,0,0,0,0,125,Master's Vest,When physically §attacked SP is §accumulated.,lod:masters_vest
0,32,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,false,false,false,false,0,0,0,0,0,10,0,0,0,49,24,0,0,0,0,0,0,0,0,150,Energy Girdle,Gives 50% more SP,lod:energy_girdle
0,32,64,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,66,33,0,0,0,0,0,0,0,0,250,Violet DG Armor,Nullifies damage§due to thunder-§based attacks.,lod:violet_dg_armor
0,32,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,3,5,0,0,0,0,0,0,0,0,10,Clothes, ,lod:clothes
0,32,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,5,12,0,0,0,0,0,0,0,0,25,Leather Jacket, ,lod:leather_jacket
0,32,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,13,13,0,0,0,0,0,0,0,0,75,Silver Vest, ,lod:silver_vest
0,32,64,7,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,17,17,0,0,0,0,0,0,0,0,100,Sparkle Dress,"When attacked §physically, SP is §accumulated.",lod:sparkle_dress
0,32,64,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,23,23,0,0,0,0,0,0,0,0,150,Robe,"When attacked §magically, SP is §accumulated.",lod:robe
0,32,64,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,78,0,0,0,0,0,0,0,0,200,Silver DG Armor,Nullifies damage§due to light-§based attacks.,lod:silver_dg_armor
0,32,64,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,38,0,0,0,0,0,0,0,0,200,Dark DG Armor,Nullifies damage§due to darkness-§based attacks.,lod:dark_dg_armor
0,32,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,26,52,0,0,0,0,0,0,0,0,200,Blue DG Armor,Nullifies damage§due to water-§based attack.,lod:blue_dg_armor
0,32,64,224,0,0,0,0,176,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,35,35,0,0,0,0,0,0,0,0,150,Armor of Yore,Avoids §poison/stun/arm§blocking.,lod:armor_of_yore
0,32,64,16,0,0,0,0,176,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,52,26,0,0,0,0,0,0,0,0,200,Satori Vest,Avoids §poison/stun/arm§blocking.,lod:satori_vest
0,32,64,7,0,0,0,0,176,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,27,27,0,0,0,0,0,0,0,0,150,Rainbow Dress,Avoids §poison/stun/arm§blocking.,lod:rainbow_dress
0,32,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,50,0,0,0,0,10,0,0,0,26,26,0,0,0,0,50,0,0,0,200,Angel Robe,Revives from §death with a §given probability.,lod:angel_robe
0,32,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,0,0,0,0,0,10,0,0,0,127,127,0,0,0,0,0,0,0,0,5000,Armor of Legend,Greatly reduces §damage from §physical attacks.,lod:armor_of_legend
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,64,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,3,0,0,100,100,0,0,0,0,0,0,5,Bandana, ,lod:bandana
0,64,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,8,0,0,110,100,0,0,0,0,0,0,20,Sallet,Increases hit §rate of physical§attacks by 10%.,lod:sallet
0,64,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,23,0,0,100,100,0,0,0,0,0,0,50,Armlet, ,lod:armlet
0,64,64,192,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,37,0,0,100,100,0,0,0,0,0,0,75,Knight Helm,"When magically §attacked, SP is §accumulated.",lod:knight_helm
0,64,64,32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,14,0,0,100,100,0,0,0,0,0,0,100,Giganto Helm,"When magically §attacked, SP is §accumulated.",lod:giganto_helm
0,64,64,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,21,0,0,100,100,0,0,0,0,0,0,100,Soul Headband,"When magically §attacked, SP is §accumulated.",lod:soul_headband
0,64,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,5,0,0,100,100,0,0,0,0,0,0,5,Felt Hat, ,lod:felt_hat
0,64,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,17,0,0,100,100,0,0,0,0,0,0,30,Cape, ,lod:cape
0,64,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,29,0,0,100,110,0,0,0,0,0,0,75,Tiara,Increases hit§rate of magical§attacks by 10%.,lod:tiara
0,64,64,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,42,0,0,100,100,0,0,0,0,0,0,100,Jeweled Crown,"When magically §attacked, SP is §accumulated.",lod:jeweled_crown
128,64,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,36,0,0,100,100,0,0,0,0,0,0,125,Rose's Hair Band,Avoids instant §death.,lod:roses_hair_band
0,64,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,0,0,0,100,100,0,0,0,0,0,0,1, , ,lod:_
0,64,64,247,0,0,0,0,78,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,18,0,0,23,0,0,100,100,0,0,0,0,0,0,150,Phoenix Plume,"Avoids bewitching,§confusion, fear §and dispiriting.",lod:phoenix_plume
0,64,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,false,false,0,0,0,0,0,18,0,0,0,0,127,100,100,0,0,0,0,0,0,5000,Legend Casque,Reduces damage§due to magical§attacks.,lod:legend_casque
0,64,64,240,0,0,0,0,0,0,0,0,0,0,0,20,0,0,false,false,false,false,0,0,0,0,0,18,0,0,36,0,0,100,100,0,0,0,0,0,0,125,Dragon Helm,Raises maximum§HP 50%.,lod:dragon_helm
0,64,64,7,0,0,0,0,0,0,0,0,0,0,0,0,50,0,false,false,false,false,0,0,0,0,0,18,0,0,38,0,0,100,100,0,0,0,0,0,0,150,Magical Hat,Raises maximum§MP 50%.,lod:magical_hat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:thiefs_shoes
0,16,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Leather Boots, ,lod:leather_boots
0,16,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,50,Iron Kneepiece, ,lod:iron_kneepiece
0,16,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,5,0,0,0,0,75,Combat Shoes,Increases escape§rate from physical§attacks by 5 pts.,lod:combat_shoes
0,16,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Leather Shoes, ,lod:leather_shoes
0,16,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,50,Soft Boots, ,lod:soft_boots
0,16,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,5,5,0,0,0,0,75,Stardust Boots,Increases escape§rate from magical§attacks by 5 pts.,lod:stardust_boots
0,16,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,150,Magical Greaves,Increases escape§rate of magi/physi§attacks by 5 pts.,lod:magical_greaves
0,16,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,200,Dancer's Boots,Gives 20 pts. §more agility.,lod:dancers_boots
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Bandit's Shoes,Gives 20 pts.§more agility.,lod:bandits_shoes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:sages_shield
0,8,32,247,0,0,0,0,128,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poison Guard,Avoids the§abnormal status§poison.,lod:poison_guard
0,8,32,247,0,0,0,0,64,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Active Ring,Avoids the§abnormal status§dispiriting.,lod:active_ring
0,8,32,247,0,0,0,0,32,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Protector,Avoids the§abnormal status§arm blocking.,lod:protector
0,8,32,247,0,0,0,0,4,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Panic Guard,Avoids the§abnormal status§confusion.,lod:panic_guard
0,8,32,247,0,0,0,0,16,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Stun Guard,Avoids abnormal §status from§being stunned.,lod:stun_guard
0,8,32,247,0,0,0,0,8,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Bravery Amulet,Avoids the§abnormal status§fear.,lod:bravery_amulet
0,8,32,247,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Magic Ego Bell,Avoids the §abnormal status§bewitchment.,lod:magic_ego_bell
0,8,32,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Destone Amulet,Avoids the§abnormal status§petrification.,lod:destone_amulet
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,0,0,0,100,Power Wrist,Raises physical §attack ability§slightly.,lod:power_wrist
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,100,Knight Shield,Raises physical§defense power§slightly.,lod:knight_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,10,0,0,0,0,0,0,0,0,0,0,200,Magical Ring,Raises magical§attacking power.,lod:magical_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0,200,Spiritual Ring,Raises magical§defense power.,lod:spiritual_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,10,10,0,0,0,0,0,0,0,0,0,0,300,Attack Badge,Raises physical§& magical §attacking power.,lod:attack_badge
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,10,10,0,0,0,0,0,0,0,0,300,Guard Badge,Raises physical§& magical§defense power.,lod:guard_badge
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,10,0,10,0,0,0,0,0,0,0,0,0,300,Giganto Ring,Raises physical §attack & defense §power.,lod:giganto_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,20,0,0,0,0,0,300,Elude Cloak,Increases escape§rate from physical§attack by 20 pts.,lod:elude_cloak
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,0,0,0,0,300,Spirit Cloak,Increases escape§rate from magical§attack by 20 pts.,lod:spirit_cloak
